,category,tech1,description,fit,title,also_buy,image,tech2,brand,feature,rank,also_view,details,main_cat,similar_item,date,price,asin
142,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,[],,Samsung Official OEM Car Charger for your Jitterbug Phone! Original Equipment and Manufacturer (DC 12 volt),[],[],,Samsung,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#1,156,421 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#11,577 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#40,127 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#62,423 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8282000477
143,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,"[""Charge your cell phone when you're on the road.""]",,Heavy Duty Plug-In Car / Vehicle Charger for Samsung SGH-T401G Phone!,[],[],,Wireless Solutions,"['Complete your phone accessories with this quality charger at a fraction of the price!', 'Has a two stage digital chip built in for accurate charging at fast and slow speeds.', 'High quality ABS grade plastic means this charger will outlast the competition.', 'Powerfull Red LED lets you know when this is charging correctly.', 'Cord is double insulated and shielded and measures up to 6ft long.']","['>#4,106,112 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#40,906 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#112,573 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#188,600 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,828100701X
144,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters']",,['Nokia Official OEM Travel Wall Charger for your N-82 Phone!  Original Equipment and Manufacturer (AC 110-220 volt)'],,Nokia Official OEM Travel Wall Charger for your N-82 Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],[],,,[],"18,975,192 in Books (",[],"{'Publisher:': 'Nokia', 'ISBN-10:': '8288008232', 'ISBN-13:': '978-8288008239', 'Shipping Weight:': '4 ounces'}",Books,,,,8288008232
145,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['LG Official OEM Car Charger for VX8575 Phone!  Original Equipment and Manufacturer (DC 12 volt)'],,LG Official OEM Car Charger for VX8575 Phone! Original Equipment and Manufacturer (DC 12 volt),[],[],,LG,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#6,670,637 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#61,240 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#156,283 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#257,044 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8288009735
146,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Wall Chargers']",,[],,Samsung Official OEM Travel Wall Charger for your SCH-U450 Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],[],,Samsung,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#970,148 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#8,686 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters > Wall Chargers', '>#968,767 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,,8288837603
147,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Wall Chargers']",,[],,Samsung Official OEM Travel Wall Charger for your SGH-T139 Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],[],,Samsung,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#2,263,647 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#17,644 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters > Wall Chargers', '>#2,261,122 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,,8288839215
148,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters']",,['Samsung Official OEM Travel Wall Charger for your Intercept Phone!  Original Equipment and Manufacturer (AC 110-220 volt)'],,Samsung Official OEM Travel Wall Charger for your Intercept Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],"['https://images-na.ssl-images-amazon.com/images/I/31G79SNYX5L._SX38_SY50_CR,0,0,38,50_.jpg']",,Samsung,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#2,831,680 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#85,697 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#2,828,795 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,,828885379X
149,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Wall Chargers']",,[],,Samsung Official OEM Travel Wall Charger for your Jitterbug Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],[],,Samsung,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#912,318 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#8,272 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters > Wall Chargers', '>#910,998 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,,8288836925
150,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,[],,High Performance Car / Vehicle Charger for Nokia E5-00 Phone with a Premium White LED!,[],[],,Loopilops,[],"['>#4,601,060 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#45,103 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#122,316 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#204,297 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8288847617
151,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters']",,['Samsung Official OEM Travel Wall Charger for your SCH-U320 Phone!  Original Equipment and Manufacturer (AC 110-220 volt)'],,Samsung Official OEM Travel Wall Charger for your SCH-U320 Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],"['https://images-na.ssl-images-amazon.com/images/I/31G79SNYX5L._SX38_SY50_CR,0,0,38,50_.jpg']",,Samsung,[],"['>#1,639,838 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#54,577 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#1,637,818 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,".a-box-inner{background-color:#fff}#alohaBuyBoxWidget .selected{background-color:#fffbf3;border-color:#e77600;box-shadow:0 0 3px rgba(228,121,17,.5)}#alohaBuyBoxWidget .contract-not-available{color:gray}#aloha-cart-popover .aloha-cart{height:auto;overflow:hidden}#aloha-cart-popover #aloha-cartInfo{float:left}#aloha-cart-popover #aloha-cart-details{float:right;margin-top:1em}#aloha-cart-popover .deviceContainer{width:160px;float:left;padding-right:10px;border-right:1px solid #ddd}#aloha-cart-popover li:last-child{border-right:0}#aloha-cart-popover .aloha-device-title{height:3em;overflow:hidden}#aloha-cart-popover .aloha-thumbnail-container{height:100px;margin-bottom:1em;text-align:center}#aloha-cart-popover .aloha-price-container{text-align:center}#aloha-cart-popover .aloha-thumbnail-container img{height:inherit}#aloha-cart-popover .aloha-cart{border-top:1px solid #ddd;border-bottom:1px solid #ddd}#aloha-cart-popover #aloha-cart-info{margin-right:0}#alohaBuyBoxWidget .without-contract-subheading{margin-right:0}#aloha-bb-help-nodes .aloha-bb-contract-term-heading{color:gray;font-family:arial;margin-top:.5em;text-align:center;height:.7em;border-bottom:1px solid gray;margin-bottom:1.6em}#aloha-bb-help-nodes .aloha-bb-contract-term-heading span{background-color:#fff;padding:0 10px 0 10px}#alohaAvailabilityUS_feature_div .availability a{text-decoration:none}#alohaPricingWidget a{text-decoration:none}#alohaAvailabilityUS_feature_div .availability{margin-top:-4px;margin-bottom:0}#alohaBuyBoxWidget .select-transaction-alert .a-icon-alert{top:18px;left:3px}#alohaBuyBoxWidget .select-transaction-alert .a-alert-container{padding-left:39px;width:290px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .contract-term-heading a{text-decoration:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .annual-contract-box .a-icon-popover{display:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .annual-contract-box{cursor:pointer;cursor:hand}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .aloha-buybox-price{font-size:15px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget #linkOffSection a{text-decoration:none}#alohaBuyBoxUS_feature_div .lockedUsedBuyboxContainer{padding-left:3.5%}#alohaBuyBoxUS_feature_div .alohaBuyboxUtilsNoWrap{white-space:nowrap}.hidden{display:none}.simo-no-padding{padding:0}.carrier-reviews-cell{padding-left:10px}.carrier-reviews-bordered-cell{border:1px dotted #ccc}.carrier-reviews-selected-cell{background-color:#ffd}#aloha-carrier-compatibility-modal-table-description{margin-top:10px;margin-bottom:14px}.aloha-carrier-compatibility-sortable-header.carrier{min-width:97px}.aloha-carrier-compatibility-sortable-header.compatibility{min-width:156px}.aloha-carrier-compatibility-sortable-header div{float:left}.aloha-carrier-compatibility-sortable-header i.a-icon{margin-left:10px;margin-top:4px}#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes th:nth-child(2n),.aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes td:nth-child(2n){background-color:transparent}.aloha-carrier-compatibility-column-gray{background-color:#f6f6f6}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text,.aloha-carrier-compatibility-modal-table-row .carrier-name,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary{min-height:27px;display:inline-block;cursor:default}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-name:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary:first-line{line-height:27px}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-icon{margin-top:6px}.aloha-carrier-compatibility-check-icon{width:30px;height:27px;background-position:-318px -35px;background-image:url(https://images-na.ssl-images-amazon.com/images/G/01/AUIClients/AmazonUIBaseCSS-sprite_2x-8e7ef370dc28a214b3f490c9620f4ac501d5a864._V2_.png);background-repeat:no-repeat;background-size:400px 650px;display:inline-block;vertical-align:top}.aloha-carrier-compatibility-hidden{display:none}.aloha-buybox-spaced-link{margin-top:12px;margin-bottom:7px;text-align:center}.popover-tab",8288853730
152,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Wall Chargers']",,[],,Samsung Official OEM Travel Wall Charger for your SCH-U750 Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],[],,Samsung,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#1,171,727 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#10,155 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters > Wall Chargers', '>#1,170,133 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,,8288837689
153,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters']",,['Official Angled / Bent style OEM Car Charger for Motorola VE20 Phone!  Original Equipment and Manufacturer (DC 12 volt)'],,Official Angled / Bent style OEM Car Charger for Motorola VE20 Phone! Original Equipment and Manufacturer (DC 12 volt),[],[],,BlackBerry,[],"['>#6,891,202 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#161,362 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#6,886,914 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,".a-box-inner{background-color:#fff}#alohaBuyBoxWidget .selected{background-color:#fffbf3;border-color:#e77600;box-shadow:0 0 3px rgba(228,121,17,.5)}#alohaBuyBoxWidget .contract-not-available{color:gray}#aloha-cart-popover .aloha-cart{height:auto;overflow:hidden}#aloha-cart-popover #aloha-cartInfo{float:left}#aloha-cart-popover #aloha-cart-details{float:right;margin-top:1em}#aloha-cart-popover .deviceContainer{width:160px;float:left;padding-right:10px;border-right:1px solid #ddd}#aloha-cart-popover li:last-child{border-right:0}#aloha-cart-popover .aloha-device-title{height:3em;overflow:hidden}#aloha-cart-popover .aloha-thumbnail-container{height:100px;margin-bottom:1em;text-align:center}#aloha-cart-popover .aloha-price-container{text-align:center}#aloha-cart-popover .aloha-thumbnail-container img{height:inherit}#aloha-cart-popover .aloha-cart{border-top:1px solid #ddd;border-bottom:1px solid #ddd}#aloha-cart-popover #aloha-cart-info{margin-right:0}#alohaBuyBoxWidget .without-contract-subheading{margin-right:0}#aloha-bb-help-nodes .aloha-bb-contract-term-heading{color:gray;font-family:arial;margin-top:.5em;text-align:center;height:.7em;border-bottom:1px solid gray;margin-bottom:1.6em}#aloha-bb-help-nodes .aloha-bb-contract-term-heading span{background-color:#fff;padding:0 10px 0 10px}#alohaAvailabilityUS_feature_div .availability a{text-decoration:none}#alohaPricingWidget a{text-decoration:none}#alohaAvailabilityUS_feature_div .availability{margin-top:-4px;margin-bottom:0}#alohaBuyBoxWidget .select-transaction-alert .a-icon-alert{top:18px;left:3px}#alohaBuyBoxWidget .select-transaction-alert .a-alert-container{padding-left:39px;width:290px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .contract-term-heading a{text-decoration:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .annual-contract-box .a-icon-popover{display:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .annual-contract-box{cursor:pointer;cursor:hand}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .aloha-buybox-price{font-size:15px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget #linkOffSection a{text-decoration:none}#alohaBuyBoxUS_feature_div .lockedUsedBuyboxContainer{padding-left:3.5%}#alohaBuyBoxUS_feature_div .alohaBuyboxUtilsNoWrap{white-space:nowrap}.hidden{display:none}.simo-no-padding{padding:0}.carrier-reviews-cell{padding-left:10px}.carrier-reviews-bordered-cell{border:1px dotted #ccc}.carrier-reviews-selected-cell{background-color:#ffd}#aloha-carrier-compatibility-modal-table-description{margin-top:10px;margin-bottom:14px}.aloha-carrier-compatibility-sortable-header.carrier{min-width:97px}.aloha-carrier-compatibility-sortable-header.compatibility{min-width:156px}.aloha-carrier-compatibility-sortable-header div{float:left}.aloha-carrier-compatibility-sortable-header i.a-icon{margin-left:10px;margin-top:4px}#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes th:nth-child(2n),.aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes td:nth-child(2n){background-color:transparent}.aloha-carrier-compatibility-column-gray{background-color:#f6f6f6}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text,.aloha-carrier-compatibility-modal-table-row .carrier-name,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary{min-height:27px;display:inline-block;cursor:default}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-name:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary:first-line{line-height:27px}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-icon{margin-top:6px}.aloha-carrier-compatibility-check-icon{width:30px;height:27px;background-position:-318px -35px;background-image:url(https://images-na.ssl-images-amazon.com/images/G/01/AUIClients/AmazonUIBaseCSS-sprite_2x-8e7ef370dc28a214b3f490c9620f4ac501d5a864._V2_.png);background-repeat:no-repeat;background-size:400px 650px;display:inline-block;vertical-align:top}.aloha-carrier-compatibility-hidden{display:none}.aloha-buybox-spaced-link{margin-top:12px;margin-bottom:7px;text-align:center}.popover-tab",8288853463
154,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters']",,['Samsung Official OEM Travel Wall Charger for your Galaxy S Phone! Original Equipment and Manufacturer (AC 110-220 volt)'],,Samsung Official OEM Travel Wall Charger for your Galaxy S Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],"['https://images-na.ssl-images-amazon.com/images/I/31WSzIx-swL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41o9-9ongYL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hwKZbdibL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31qlcIvaeIL._SX38_SY50_CR,0,0,38,50_.jpg']",,BlackBerry,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#494,589 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#18,530 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#493,721 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,,8288853439
155,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters']",,['Samsung Official OEM Travel Wall Charger for your Mythic Phone!  Original Equipment and Manufacturer (AC 110-220 volt)'],,Samsung Official OEM Travel Wall Charger for your Mythic Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],"['https://images-na.ssl-images-amazon.com/images/I/31G79SNYX5L._SX38_SY50_CR,0,0,38,50_.jpg']",,Samsung,[],"['>#4,993,732 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#129,557 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#4,989,985 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,".a-box-inner{background-color:#fff}#alohaBuyBoxWidget .selected{background-color:#fffbf3;border-color:#e77600;box-shadow:0 0 3px rgba(228,121,17,.5)}#alohaBuyBoxWidget .contract-not-available{color:gray}#aloha-cart-popover .aloha-cart{height:auto;overflow:hidden}#aloha-cart-popover #aloha-cartInfo{float:left}#aloha-cart-popover #aloha-cart-details{float:right;margin-top:1em}#aloha-cart-popover .deviceContainer{width:160px;float:left;padding-right:10px;border-right:1px solid #ddd}#aloha-cart-popover li:last-child{border-right:0}#aloha-cart-popover .aloha-device-title{height:3em;overflow:hidden}#aloha-cart-popover .aloha-thumbnail-container{height:100px;margin-bottom:1em;text-align:center}#aloha-cart-popover .aloha-price-container{text-align:center}#aloha-cart-popover .aloha-thumbnail-container img{height:inherit}#aloha-cart-popover .aloha-cart{border-top:1px solid #ddd;border-bottom:1px solid #ddd}#aloha-cart-popover #aloha-cart-info{margin-right:0}#alohaBuyBoxWidget .without-contract-subheading{margin-right:0}#aloha-bb-help-nodes .aloha-bb-contract-term-heading{color:gray;font-family:arial;margin-top:.5em;text-align:center;height:.7em;border-bottom:1px solid gray;margin-bottom:1.6em}#aloha-bb-help-nodes .aloha-bb-contract-term-heading span{background-color:#fff;padding:0 10px 0 10px}#alohaAvailabilityUS_feature_div .availability a{text-decoration:none}#alohaPricingWidget a{text-decoration:none}#alohaAvailabilityUS_feature_div .availability{margin-top:-4px;margin-bottom:0}#alohaBuyBoxWidget .select-transaction-alert .a-icon-alert{top:18px;left:3px}#alohaBuyBoxWidget .select-transaction-alert .a-alert-container{padding-left:39px;width:290px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .contract-term-heading a{text-decoration:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .annual-contract-box .a-icon-popover{display:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .annual-contract-box{cursor:pointer;cursor:hand}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .aloha-buybox-price{font-size:15px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget #linkOffSection a{text-decoration:none}#alohaBuyBoxUS_feature_div .lockedUsedBuyboxContainer{padding-left:3.5%}#alohaBuyBoxUS_feature_div .alohaBuyboxUtilsNoWrap{white-space:nowrap}.hidden{display:none}.simo-no-padding{padding:0}.carrier-reviews-cell{padding-left:10px}.carrier-reviews-bordered-cell{border:1px dotted #ccc}.carrier-reviews-selected-cell{background-color:#ffd}#aloha-carrier-compatibility-modal-table-description{margin-top:10px;margin-bottom:14px}.aloha-carrier-compatibility-sortable-header.carrier{min-width:97px}.aloha-carrier-compatibility-sortable-header.compatibility{min-width:156px}.aloha-carrier-compatibility-sortable-header div{float:left}.aloha-carrier-compatibility-sortable-header i.a-icon{margin-left:10px;margin-top:4px}#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes th:nth-child(2n),.aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes td:nth-child(2n){background-color:transparent}.aloha-carrier-compatibility-column-gray{background-color:#f6f6f6}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text,.aloha-carrier-compatibility-modal-table-row .carrier-name,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary{min-height:27px;display:inline-block;cursor:default}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-name:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary:first-line{line-height:27px}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-icon{margin-top:6px}.aloha-carrier-compatibility-check-icon{width:30px;height:27px;background-position:-318px -35px;background-image:url(https://images-na.ssl-images-amazon.com/images/G/01/AUIClients/AmazonUIBaseCSS-sprite_2x-8e7ef370dc28a214b3f490c9620f4ac501d5a864._V2_.png);background-repeat:no-repeat;background-size:400px 650px;display:inline-block;vertical-align:top}.aloha-carrier-compatibility-hidden{display:none}.aloha-buybox-spaced-link{margin-top:12px;margin-bottom:7px;text-align:center}.popover-tab",8288005713
156,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['LG Official OEM Car Charger for ACCOLADE Phone!  Original Equipment and Manufacturer (DC 12 volt)'],,LG Official OEM Car Charger for ACCOLADE Phone! Original Equipment and Manufacturer (DC 12 volt),[],[],,LG,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#5,233,875 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#50,155 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#133,025 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#221,732 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8288866506
